ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,ovBalls/6,id,inningId,ovBalls/7,ovBalls/8,ovBalls/9,ovBalls/10,ovBalls/11,ovBalls/12,ovBalls/13,bowlerId
14,.,.,1Wd,6,.,1,1,100177,2446,,,,,,,,1418
15,1,.,.,1,.,1,,100178,2446,,,,,,,,1650
16,1,4,1,1,.,1,,100179,2446,,,,,,,,5562
17,.,.,.,.,.,1,,100180,2446,,,,,,,,1418
18,W,.,.,.,1,.,,100181,2446,,,,,,,,5562
19,.,.,.,W,.,2,,100182,2446,,,,,,,,1418
20,4,.,4,1,1,.,,100183,2446,,,,,,,,5562
21,.,1,.,1,.,1,,100184,2446,,,,,,,,1417
22,.,.,.,.,.,.,,100185,2446,,,,,,,,5562
23,3Wd,1,1,1Wd,1,1,6,100186,2446,5Wd,1,,,,,,1418
24,.,.,6,1,W,.,,100187,2446,,,,,,,,5562
25,.,.,.,2,1,1,,100188,2446,,,,,,,,1650
26,.,.,.,1,4,1,,100189,2446,,,,,,,,5562
27,.,.,1,W,.,.,,100190,2446,,,,,,,,1650
28,1,.,1,4,.,1,,100191,2446,,,,,,,,5562
29,.,1Wd,1,1,.,.,1,100192,2446,,,,,,,,102050
30,1,1,1,1,.,1,,100193,2446,,,,,,,,5562
31,1,.,.,1,1,.,,100194,2446,,,,,,,,102050
32,.,.,1,4,W,1,,100195,2446,,,,,,,,1417
33,1,.,1,.,2,1Wd,.,100196,2446,,,,,,,,1650
34,1,.,1,.,6,1,,100197,2446,,,,,,,,1418
35,1,.,4,1,.,.,,100198,2446,,,,,,,,1417
36,1B,.,1,1,.,.,,100199,2446,,,,,,,,1650
37,.,.,1,.,1,.,,100200,2446,,,,,,,,102050
38,1,4,.,.,.,1,,100201,2446,,,,,,,,5562
39,1,.,.,.,4,1,,100202,2446,,,,,,,,102050
40,2Nb,1,.,6,1,1,.,100203,2446,,,,,,,,5562
41,.,1,1,1Nb,6,1,1,100204,2446,,,,,,,,1417
42,4,.,1,.,.,1,,100205,2446,,,,,,,,1650
43,1,.,.,1,1,1,,100206,2446,,,,,,,,1417
44,.,.,1,.,.,.,,100207,2446,,,,,,,,102050
45,4,,,,,,,100208,2446,,,,,,,,1417
1,.,.,.,.,.,.,,100209,2447,,,,,,,,100009
2,.,.,.,.,.,.,,100210,2447,,,,,,,,102761
3,.,.,.,.,.,2,,100211,2447,,,,,,,,100009
4,W,1,.,.,.,.,,100212,2447,,,,,,,,102761
5,.,.,1Wd,.,.,1,.,100213,2447,,,,,,,,100009
6,.,.,.,.,.,.,,100214,2447,,,,,,,,102761
7,.,.,.,.,.,4,,100215,2447,,,,,,,,100009
8,4,.,2,1Wd,.,.,.,100216,2447,,,,,,,,102761
9,.,.,.,1,2,.,,100217,2447,,,,,,,,100009
10,.,1,1Wd,.,.,1Lb,W,100218,2447,,,,,,,,100004
11,.,1,.,.,W,.,,100219,2447,,,,,,,,100169
12,.,1,.,.,.,W,,100220,2447,,,,,,,,100004
13,.,.,.,.,.,.,,100221,2447,,,,,,,,100169
14,.,.,.,.,.,.,,100222,2447,,,,,,,,100004
15,1,1Lb,2,.,.,.,,100223,2447,,,,,,,,100169
16,.,1,.,.,W,.,,100224,2447,,,,,,,,100004
17,2,1,.,.,W,.,,100225,2447,,,,,,,,100169
18,.,3,.,.,1,.,,100226,2447,,,,,,,,100004
19,.,.,.,1,.,2,,100227,2447,,,,,,,,100169
20,.,.,.,.,2,1,,100228,2447,,,,,,,,100004
21,.,W,.,.,2,.,,100229,2447,,,,,,,,100169
22,1,.,2,.,1,3,,100230,2447,,,,,,,,100006
23,.,2,.,1,.,.,,100231,2447,,,,,,,,100169
24,.,4,2,1,.,.,,100232,2447,,,,,,,,100006
25,1,.,1,W,.,.,,100233,2447,,,,,,,,100005
26,1,1,.,.,.,1,,100234,2447,,,,,,,,100169
27,1,2,W,.,.,.,,100235,2447,,,,,,,,100005
28,.,4,.,.,1,.,,100236,2447,,,,,,,,100004
29,4,.,6,.,.,1,,100237,2447,,,,,,,,100005
30,1,1,.,1,.,.,,100238,2447,,,,,,,,100004
31,2,.,.,.,.,1,,100239,2447,,,,,,,,100169
32,W,,,,,,,100240,2447,,,,,,,,100005
1,.,.,.,.,.,.,,100241,2448,,,,,,,,21107
2,.,.,.,1Wd,1Wd,4,1,100242,2448,4,,,,,,,4558
3,.,1,3,.,1Wd,.,.,100243,2448,,,,,,,,21107
4,.,.,.,.,.,.,,100244,2448,,,,,,,,4558
5,1,4,W,4,.,.,,100245,2448,,,,,,,,21107
6,1Wd,.,.,4,.,1,.,100246,2448,,,,,,,,4558
7,1,.,.,1,.,1,,100247,2448,,,,,,,,21107
8,1,.,W,.,.,.,,100248,2448,,,,,,,,4558
9,.,3,.,.,.,.,,100249,2448,,,,,,,,21107
10,.,.,.,.,W,.,,100250,2448,,,,,,,,17104
11,2,2,1,.,.,.,,100251,2448,,,,,,,,1225
12,.,.,4,.,.,.,,100252,2448,,,,,,,,17104
13,.,.,.,.,.,.,,100253,2448,,,,,,,,1225
14,.,.,.,1,W,.,,100254,2448,,,,,,,,17104
15,.,1,.,2,.,1,,100255,2448,,,,,,,,1225
16,1,W,.,2,.,.,,100256,2448,,,,,,,,17104
17,.,.,.,.,W,2,,100257,2448,,,,,,,,21107
18,.,2,.,.,.,.,,100258,2448,,,,,,,,17104
19,.,.,.,.,.,.,,100259,2448,,,,,,,,21107
20,.,1,.,.,.,.,,100260,2448,,,,,,,,17104
21,.,.,1,.,.,.,,100261,2448,,,,,,,,21107
22,1,.,2,.,.,.,,100262,2448,,,,,,,,17104
23,1,.,.,.,W,.,,100263,2448,,,,,,,,4558
24,.,.,.,1,.,.,,100264,2448,,,,,,,,1225
25,.,4,.,.,2,1,,100265,2448,,,,,,,,4558
26,.,1,.,.,1Wd,.,.,100266,2448,,,,,,,,21107
27,2,1,1,1,.,.,,100267,2448,,,,,,,,17104
28,.,.,1,.,W,1,,100268,2448,,,,,,,,21107
29,.,.,W,.,.,.,,100269,2448,,,,,,,,17104
30,.,.,.,1,.,.,,100270,2448,,,,,,,,1225
31,.,.,.,.,1,.,,100271,2448,,,,,,,,17104
32,.,.,.,1,.,.,,100272,2448,,,,,,,,1225
33,6,.,.,.,.,4,,100273,2448,,,,,,,,4558
1,.,.,.,.,.,1,,100274,2449,,,,,,,,21107
2,2,W,.,.,1Wd,.,.,100275,2449,,,,,,,,4558
3,1,.,1Wd,.,.,1,.,100276,2449,,,,,,,,21107
4,2,1Wd,.,.,1Wd,.,.,100277,2449,.,,,,,,,4558
5,3,.,.,1,.,.,,100278,2449,,,,,,,,21107
6,1,2,4,.,.,.,,100279,2449,,,,,,,,4558
7,.,1,.,.,.,.,,100280,2449,,,,,,,,21107
8,1Wd,2,.,.,1Lb,.,1,100281,2449,,,,,,,,4558
9,.,.,.,1,.,.,,100282,2449,,,,,,,,21107
10,1Wd,.,.,4,.,.,.,100283,2449,,,,,,,,17104
11,.,2,.,.,.,1,,100284,2449,,,,,,,,4555
12,.,.,.,.,.,.,,100285,2449,,,,,,,,17104
13,.,.,.,.,.,1,,100286,2449,,,,,,,,4555
14,1Wd,.,1,.,.,.,.,100287,2449,,,,,,,,17104
15,.,W,.,.,.,.,,100288,2449,,,,,,,,4555
16,1Wd,4,.,1Wd,.,1,.,100289,2449,W,,,,,,,17104
17,.,4,.,1,.,1,,100290,2449,,,,,,,,4555
18,.,.,.,.,.,.,,100291,2449,,,,,,,,17104
19,.,1,.,.,3,.,,100292,2449,,,,,,,,4555
20,1,.,.,.,1,.,,100293,2449,,,,,,,,17104
21,.,.,1,1Lb,.,.,,100294,2449,,,,,,,,21107
22,.,.,1,1,.,4,,100295,2449,,,,,,,,17106
23,.,.,.,1,.,2,,100296,2449,,,,,,,,21107
24,1,.,.,1,.,1,,100297,2449,,,,,,,,17106
25,.,.,2,.,.,.,,100298,2449,,,,,,,,1225
26,2,.,1,2,.,.,,100299,2449,,,,,,,,4555
27,.,.,.,.,1,.,,100300,2449,,,,,,,,1225
28,.,4,1,2,1,1Wd,1,100301,2449,,,,,,,,4555
29,1,.,.,.,.,.,,100302,2449,,,,,,,,1225
30,.,.,.,.,.,.,,100303,2449,,,,,,,,4558
31,.,.,.,1Lb,.,1Wd,1,100304,2449,,,,,,,,1225
32,W,1,1Wd,1Wd,1Wd,.,.,100305,2449,.,1Wd,.,,,,,4558
33,.,.,.,.,.,.,,100306,2449,,,,,,,,1225
34,1,1,1,.,.,1Wd,.,100307,2449,,,,,,,,4558
35,1,1,.,.,1,.,,100308,2449,,,,,,,,1225
36,2,.,.,1,1,1,,100309,2449,,,,,,,,1223
37,.,1,1,.,.,.,,100310,2449,,,,,,,,1225
38,4,.,.,.,1,.,,100311,2449,,,,,,,,1223
39,.,.,W,.,.,.,,100312,2449,,,,,,,,1225
40,.,1,.,.,.,.,,100313,2449,,,,,,,,1223
41,.,.,.,.,.,1,,100314,2449,,,,,,,,1225
42,.,.,2,1,W,.,,100315,2449,,,,,,,,1223
43,1,.,1,.,1,.,,100316,2449,,,,,,,,1225
44,1,1,1,W,1,.,,100317,2449,,,,,,,,1223
45,6,.,W,.,.,1,,100318,2449,,,,,,,,21107
46,.,1,1Wd,1,1,1,.,100319,2449,,,,,,,,1223
47,.,1,2,1,.,2,,100320,2449,,,,,,,,21107
48,1Nb,.,2,1,1Wd,1Lb,.,100321,2449,1Wd,1,,,,,,17104
49,1Wd,1Wd,1,.,1,.,2,100322,2449,1,,,,,,,21107
50,1,1,.,W,.,.,,100323,2449,,,,,,,,17104
1,.,1Wd,.,.,.,.,.,100324,2450,,,,,,,,100009
2,.,.,.,.,2,4,,100325,2450,,,,,,,,100004
3,.,1Wd,.,.,1Wd,.,.,100326,2450,1,,,,,,,100009
4,.,.,1Lb,.,.,.,,100327,2450,,,,,,,,100004
5,.,.,1Wd,1Wd,.,1,1B,100328,2450,4,,,,,,,100009
6,.,.,1,2,4,.,,100329,2450,,,,,,,,5283
7,.,2,.,1,1Wd,.,1,100330,2450,,,,,,,,100009
8,1,1,W,4,.,4,,100331,2450,,,,,,,,5283
9,.,.,4,1,.,.,,100332,2450,,,,,,,,100006
10,3,.,1,1,.,4,,100333,2450,,,,,,,,5283
11,.,.,.,.,.,2,,100334,2450,,,,,,,,100006
12,1,.,.,.,.,.,,100335,2450,,,,,,,,100004
13,.,.,2,.,1,1,,100336,2450,,,,,,,,100006
14,4,1,1,.,.,.,,100337,2450,,,,,,,,100004
15,2,1,1,.,4,1,,100338,2450,,,,,,,,100005
16,4,1,2,.,.,4,,100339,2450,,,,,,,,100006
17,6,1,2,4,.,1,,100340,2450,,,,,,,,100005
18,.,.,.,1,2,.,,100341,2450,,,,,,,,5283
19,.,4,.,.,W,.,,100342,2450,,,,,,,,100004
20,.,1,.,2,1,.,,100343,2450,,,,,,,,5283
21,.,.,1Nb,1,1,.,.,100344,2450,,,,,,,,100004
22,.,.,1,.,.,1,,100345,2450,,,,,,,,5283
23,.,1,1,2,4,1,,100346,2450,,,,,,,,100004
24,2,1,4,.,.,1,,100347,2450,,,,,,,,5283
25,.,1,2,.,W,.,,100348,2450,,,,,,,,100009
26,1,.,.,.,.,.,,100349,2450,,,,,,,,100006
27,1,1,4,.,1Wd,1Wd,4,100350,2450,1Wd,4,,,,,,100009
28,1,.,2,.,4,.,,100351,2450,,,,,,,,100005
29,3,1,,,,,,100352,2450,,,,,,,,100006
1,.,.,2Lb,1Lb,.,.,,100353,2451,,,,,,,,1781
2,.,.,.,.,.,1Wd,.,100354,2451,,,,,,,,2777
3,.,.,4Lb,.,1,1,,100355,2451,,,,,,,,1781
4,1,.,.,.,.,.,,100356,2451,,,,,,,,2777
5,W,1,2,.,.,.,,100357,2451,,,,,,,,1781
6,1,.,.,4,.,.,,100358,2451,,,,,,,,2777
7,.,.,.,.,.,1,,100359,2451,,,,,,,,1781
8,.,.,.,.,.,.,,100360,2451,,,,,,,,2777
9,.,.,.,.,.,4,,100361,2451,,,,,,,,103557
10,.,.,.,.,.,.,,100362,2451,,,,,,,,2777
11,.,.,1,.,2,.,,100363,2451,,,,,,,,103557
12,.,.,1,1Wd,.,1Wd,1,100364,2451,.,,,,,,,21099
13,1,2,.,4,1,1,,100365,2451,,,,,,,,103557
14,.,.,1,2,.,.,,100366,2451,,,,,,,,21099
15,.,4,.,2,.,1,,100367,2451,,,,,,,,103557
16,1Lb,1,.,.,.,1,,100368,2451,,,,,,,,21099
17,.,.,.,.,.,.,,100369,2451,,,,,,,,3007
18,.,4,2,1,1Wd,W,.,100370,2451,,,,,,,,21099
19,.,.,.,2,.,.,,100371,2451,,,,,,,,3007
20,.,4,.,.,.,.,,100372,2451,,,,,,,,1781
21,.,1,1,.,2,4,,100373,2451,,,,,,,,3007
22,.,2,1,.,.,4,,100374,2451,,,,,,,,1781
23,1,.,.,.,.,.,,100375,2451,,,,,,,,3007
24,1,W,.,1,1,1,,100376,2451,,,,,,,,21099
25,.,1,1,.,.,.,,100377,2451,,,,,,,,3007
26,.,.,.,.,.,1Wd,.,100378,2451,,,,,,,,21099
27,1,1,1,.,.,.,,100379,2451,,,,,,,,3007
28,1,1,.,.,W,.,,100380,2451,,,,,,,,21099
29,.,1,1,1,.,.,,100381,2451,,,,,,,,3007
30,.,.,1,.,1,.,,100382,2451,,,,,,,,2777
31,2,1,1,.,2,.,,100383,2451,,,,,,,,17275
32,1,.,1,.,1,2,,100384,2451,,,,,,,,2777
33,.,.,.,1,.,.,,100385,2451,,,,,,,,3007
34,1Nb,4,1,W,.,.,1Wd,100386,2451,.,,,,,,,103557
35,.,1,.,.,1,.,,100387,2451,,,,,,,,3007
36,.,.,1,4,1,1,,100388,2451,,,,,,,,103557
37,.,1,.,.,4,W,,100389,2451,,,,,,,,17275
38,.,.,1Wd,.,1Lb,.,.,100390,2451,,,,,,,,21099
39,.,1,.,.,1,.,,100391,2451,,,,,,,,17275
40,.,1,.,1Wd,.,.,1,100392,2451,,,,,,,,21099
41,.,1,.,1,2,.,,100393,2451,,,,,,,,17275
42,1,.,.,1,.,.,,100394,2451,,,,,,,,3006
43,1,.,.,3,.,1,,100395,2451,,,,,,,,17275
44,.,.,2,4,.,W,,100396,2451,,,,,,,,3006
45,2,.,1,.,.,.,,100397,2451,,,,,,,,17275
46,1,1,2,1,.,4,,100398,2451,,,,,,,,3006
47,.,2,1,1,1,.,,100399,2451,,,,,,,,17275
48,1,1,4,1,6,1,,100400,2451,,,,,,,,2777
49,6,4,1,1,W,1,,100401,2451,,,,,,,,17275
50,W,.,.,.,.,2,,100402,2451,,,,,,,,2777
1,.,.,.,1,.,.,,100403,2452,,,,,,,,1628
2,.,2,.,.,4,.,,100404,2452,,,,,,,,100552
3,1,1Wd,1,1,.,.,1,100405,2452,,,,,,,,1628
4,1,4,.,1,.,.,,100406,2452,,,,,,,,100552
5,.,3,.,.,.,.,,100407,2452,,,,,,,,1628
6,4,.,.,.,.,4,,100408,2452,,,,,,,,100552
7,.,4,1,.,3,1,,100409,2452,,,,,,,,1628
8,2,.,.,1,3,.,,100410,2452,,,,,,,,1411
9,.,1,.,2,.,.,,100411,2452,,,,,,,,2801
10,.,1,1,4,.,2,,100412,2452,,,,,,,,1411
11,1,3,1Lb,1,1,4,,100413,2452,,,,,,,,2801
12,.,.,1,.,.,1,,100414,2452,,,,,,,,1403
13,.,1,1,.,1,1,,100415,2452,,,,,,,,2801
14,.,.,.,1,.,.,,100416,2452,,,,,,,,1403
15,.,1,1,1,W,2,,100417,2452,,,,,,,,2801
16,3,1,1,.,1,4,,100418,2452,,,,,,,,1403
17,.,.,.,.,.,W,,100419,2452,,,,,,,,1414
18,2,1,1Wd,.,.,.,1,100420,2452,,,,,,,,100552
19,1,4,.,4,1,.,,100421,2452,,,,,,,,1414
20,.,1Wd,.,.,1,1,1,100422,2452,,,,,,,,100552
21,1,1,1,.,1,1,,100423,2452,,,,,,,,1414
22,1,1,W,.,.,.,,100424,2452,,,,,,,,1403
23,1,1,1,.,1,.,,100425,2452,,,,,,,,1414
24,1,1,.,.,1,.,,100426,2452,,,,,,,,1403
25,1,4,1,2,.,.,,100427,2452,,,,,,,,1626
26,2,4,W,1,.,1,,100428,2452,,,,,,,,1403
27,.,1,.,.,.,.,,100429,2452,,,,,,,,1626
28,.,.,.,1,.,.,,100430,2452,,,,,,,,1403
29,.,.,1,.,.,,,100431,2452,,,,,,,,2801
30,.,.,1,.,1,1,,100432,2452,,,,,,,,100552
31,1,2,.,.,.,.,,100433,2452,,,,,,,,2801
32,.,.,1,1,.,.,,100434,2452,,,,,,,,100552
33,.,.,2,.,2Wd,3,1Lb,100435,2452,,,,,,,,2801
34,.,2,.,1,.,.,,100436,2452,,,,,,,,2798
35,2B,1,1Lb,.,4,.,,100437,2452,,,,,,,,1403
36,.,.,.,.,.,1,,100438,2452,,,,,,,,2798
37,.,.,1,1,1,.,,100439,2452,,,,,,,,1403
38,.,.,.,1,.,1,,100440,2452,,,,,,,,2798
39,1Wd,1,1,1,6,.,1,100441,2452,,,,,,,,1628
40,1,.,.,3,.,W,,100442,2452,,,,,,,,2798
41,.,1,.,1,.,W,,100443,2452,,,,,,,,1403
42,1,1,1,1,1,.,,100444,2452,,,,,,,,2798
43,.,.,.,.,.,2,,100445,2452,,,,,,,,1414
44,.,.,.,.,1,.,,100446,2452,,,,,,,,2798
45,2,.,.,.,.,.,,100447,2452,,,,,,,,1414
46,2,4,,,,,,100448,2452,,,,,,,,2798
1,4,.,.,1Wd,.,1,.,100449,2453,,,,,,,,100009
2,4,4,4,4B,1,.,,100450,2453,,,,,,,,102761
3,4,.,.,.,1Wd,6,.,100451,2453,,,,,,,,100009
4,4,.,2B,2,.,.,,100452,2453,,,,,,,,102761
5,3B,.,.,.,.,.,,100453,2453,,,,,,,,19364
6,4,.,.,1,.,1,,100454,2453,,,,,,,,100006
7,.,.,.,.,.,1,,100455,2453,,,,,,,,19364
8,1,1,.,4,.,.,,100456,2453,,,,,,,,100006
9,2,4,1,1,.,4,,100457,2453,,,,,,,,19364
10,.,.,.,.,.,.,,100458,2453,,,,,,,,100006
11,.,.,.,.,1,.,,100459,2453,,,,,,,,19364
12,.,.,2,1,1,.,,100460,2453,,,,,,,,100005
13,.,.,.,2,1Lb,1,,100461,2453,,,,,,,,19364
14,1,1,.,.,.,W,,100462,2453,,,,,,,,100004
15,.,.,3,.,1,1,,100463,2453,,,,,,,,100005
16,.,1,1,.,4,.,,100464,2453,,,,,,,,100004
17,6,2,.,.,.,2Wd,.,100465,2453,,,,,,,,100005
18,.,4,.,1,4,.,,100466,2453,,,,,,,,100004
19,.,1,.,6,.,.,,100467,2453,,,,,,,,100006
20,4,.,1Wd,.,1,.,1Wd,100468,2453,1Wd,1Wd,1,,,,,100009
21,.,.,.,1,1,1,,100469,2453,,,,,,,,100006
22,1,.,.,.,.,.,,100470,2453,,,,,,,,100009
23,.,.,1,1,W,1,,100471,2453,,,,,,,,100006
24,.,1,.,1,2,.,,100472,2453,,,,,,,,100009
25,.,1,.,.,.,2,,100473,2453,,,,,,,,100006
26,3,.,.,2,4,1Wd,.,100474,2453,,,,,,,,100009
27,1,2,.,.,.,1,,100475,2453,,,,,,,,100006
28,1,4,.,1,2,.,,100476,2453,,,,,,,,100005
29,1Wd,1,4,1,.,1,.,100477,2453,,,,,,,,100012
30,1,.,W,.,.,.,,100478,2453,,,,,,,,100005
31,.,1,.,.,2,2,,100479,2453,,,,,,,,100012
32,4,1Wd,2,1,1,1,2,100480,2453,,,,,,,,100005
33,2,.,1,.,1,.,,100481,2453,,,,,,,,102761
34,.,1,.,1,1,2,,100482,2453,,,,,,,,100005
35,.,1,.,.,1,.,,100483,2453,,,,,,,,102761
36,.,1,1Lb,1,1,2,,100484,2453,,,,,,,,100004
37,.,4,.,.,1,.,,100485,2453,,,,,,,,102761
38,4,.,.,.,6,.,,100486,2453,,,,,,,,100004
39,1B,.,1,2,4,1,,100487,2453,,,,,,,,100006
40,2,1,W,W,.,.,,100488,2453,,,,,,,,19364
41,.,.,1,2,.,1,,100489,2453,,,,,,,,100006
42,.,2,1,.,.,1,,100490,2453,,,,,,,,19364
43,.,1,.,.,1Wd,.,1,100491,2453,,,,,,,,100005
44,1,1,.,.,1,3,,100492,2453,,,,,,,,19364
45,W,.,.,.,W,.,,100493,2453,,,,,,,,100005
46,.,.,.,1,1,1,,100494,2453,,,,,,,,19364
47,.,1,W,.,.,.,,100495,2453,,,,,,,,100005
48,.,1,.,.,1,.,,100496,2453,,,,,,,,100004
49,1,1,2,.,1,W,,100497,2453,,,,,,,,19364
50,W,,,,,,,100498,2453,,,,,,,,100004
1,.,.,.,.,4,2,,100499,2454,,,,,,,,100552
2,.,.,.,.,2,2,,100500,2454,,,,,,,,1630
3,1,.,1,.,1,.,,100501,2454,,,,,,,,100552
4,.,5Nb,4,1,1Nb,.,1Wd,100502,2454,.,.,,,,,,1630
5,1,.,W,.,.,.,,100503,2454,,,,,,,,100552
6,2,4,W,.,.,.,,100504,2454,,,,,,,,2801
7,1,1,.,.,.,.,,100505,2454,,,,,,,,100552
8,4,1,2B,W,1Wd,.,.,100506,2454,,,,,,,,2801
9,3,.,.,.,3,.,,100507,2454,,,,,,,,100552
10,.,.,.,W,.,.,,100508,2454,,,,,,,,2801
11,.,1,.,.,.,1,,100509,2454,,,,,,,,1414
12,.,.,.,2,.,1,,100510,2454,,,,,,,,2801
13,4,1,.,.,2,1,,100511,2454,,,,,,,,1414
14,1,.,.,.,.,.,,100512,2454,,,,,,,,2801
15,.,.,.,1,1,.,,100513,2454,,,,,,,,1414
16,1,.,.,1,.,.,,100514,2454,,,,,,,,1403
17,.,.,.,2,1,.,,100515,2454,,,,,,,,1414
18,.,1,1,.,.,1,,100516,2454,,,,,,,,1403
19,1,1,1,.,1,W,,100517,2454,,,,,,,,1630
20,.,.,2,.,.,.,,100518,2454,,,,,,,,1403
21,.,.,.,1,2,.,,100519,2454,,,,,,,,1630
22,1,1,4,1,.,.,,100520,2454,,,,,,,,1403
23,1,.,.,1,.,1,,100521,2454,,,,,,,,100552
24,1,W,.,.,.,.,,100522,2454,,,,,,,,1403
25,.,2,.,1,1,1Wd,1,100523,2454,,,,,,,,100552
26,.,.,.,W,1,.,,100524,2454,,,,,,,,2801
27,W,.,.,.,.,.,,100525,2454,,,,,,,,1414
28,2,.,.,.,.,.,,100526,2454,,,,,,,,2801
29,.,2,2,.,.,.,,100527,2454,,,,,,,,1626
30,.,.,1,.,.,.,,100528,2454,,,,,,,,2801
31,1,1,2,1,.,.,,100529,2454,,,,,,,,1626
32,.,.,W,2,.,.,,100530,2454,,,,,,,,2801
33,4,4,2,1,.,.,,100531,2454,,,,,,,,1626
34,2,1,.,.,,,,100532,2454,,,,,,,,2801
35,4,W,,,,,,100533,2454,,,,,,,,1626
1,.,2,.,.,.,1,,100534,2455,,,,,,,,967
2,1Wd,5Nb,.,.,2,.,.,100535,2455,4,,,,,,,3502
3,.,.,.,4Lb,1Wd,.,.,100536,2455,,,,,,,,967
4,1Nb,4,1B,.,.,.,1,100537,2455,,,,,,,,3502
5,.,.,.,6,W,.,,100538,2455,,,,,,,,967
6,.,.,.,1,.,.,,100539,2455,,,,,,,,3502
7,.,4,.,.,.,.,,100540,2455,,,,,,,,967
8,4,.,.,.,.,.,,100541,2455,,,,,,,,3502
9,.,.,1,4,4,.,,100542,2455,,,,,,,,967
10,.,.,W,1Nb,2,.,.,100543,2455,,,,,,,,2749
11,1,.,.,.,.,.,,100544,2455,,,,,,,,967
12,1,.,.,1,.,1,,100545,2455,,,,,,,,2749
13,.,1,1,1,1,1,,100546,2455,,,,,,,,1735
14,2,.,.,1Wd,2,.,.,100547,2455,,,,,,,,2749
15,1,.,4,.,1,1,,100548,2455,,,,,,,,1735
16,1Lb,4,.,1,.,.,,100549,2455,,,,,,,,2749
17,1,.,6,.,1,.,,100550,2455,,,,,,,,1735
18,1,1,.,1,.,1,,100551,2455,,,,,,,,796
19,1,.,.,.,.,.,,100552,2455,,,,,,,,1735
20,1,.,.,W,.,.,,100553,2455,,,,,,,,796
21,.,1,.,.,.,1,,100554,2455,,,,,,,,1735
22,4,.,.,1,.,1,,100555,2455,,,,,,,,100577
23,.,1,2,W,.,1,,100556,2455,,,,,,,,1735
24,.,.,1,1,.,.,,100557,2455,,,,,,,,100577
25,1,.,1,1,4,1,,100558,2455,,,,,,,,1735
26,.,1,1,1,.,.,,100559,2455,,,,,,,,100577
27,.,1,.,1,.,1Lb,,100560,2455,,,,,,,,3502
28,1,1,.,.,1,.,,100561,2455,,,,,,,,100577
29,.,1,.,.,.,.,,100562,2455,,,,,,,,3502
30,.,.,1,.,1,.,,100563,2455,,,,,,,,796
31,.,.,.,1Wd,2,1,.,100564,2455,,,,,,,,3502
32,.,1Wd,.,.,1Wd,1,.,100565,2455,.,,,,,,,796
33,.,.,.,1Lb,4,1,,100566,2455,,,,,,,,2749
34,.,1,4,1,.,1,,100567,2455,,,,,,,,796
35,1,.,1,.,.,1,,100568,2455,,,,,,,,2749
36,4,1,.,1,1,W,,100569,2455,,,,,,,,796
37,.,.,1Wd,1,.,1,W,100570,2455,,,,,,,,2749
38,4,1,1,.,.,1,,100571,2455,,,,,,,,796
39,.,.,1,.,.,1,,100572,2455,,,,,,,,967
40,.,1,1,.,1Wd,1,W,100573,2455,,,,,,,,100577
41,.,1,1,.,.,.,,100574,2455,,,,,,,,967
42,.,1,.,1,1Wd,1,1,100575,2455,,,,,,,,796
43,.,.,W,1,.,.,,100576,2455,,,,,,,,3502
44,1,.,.,6,4,.,,100577,2455,,,,,,,,796
45,1Wd,.,.,.,1,1,.,100578,2455,,,,,,,,3502
46,1Lb,1Wd,1,1Lb,4,1,.,100579,2455,,,,,,,,2749
47,1,.,.,1Wd,W,.,1Nb,100580,2455,.,,,,,,,3502
48,.,W,,,,,,100581,2455,,,,,,,,1735
1,.,.,.,4,.,W,,100582,2456,,,,,,,,201
2,.,.,.,.,.,1,,100583,2456,,,,,,,,1839
3,1,.,1,.,.,.,,100584,2456,,,,,,,,201
4,.,.,.,.,.,.,,100585,2456,,,,,,,,1839
5,1Lb,1,1,1,2,.,,100586,2456,,,,,,,,201
6,.,.,1,.,4,.,,100587,2456,,,,,,,,1839
7,.,6,1,3,.,1,,100588,2456,,,,,,,,1904
8,4,2,.,.,.,.,,100589,2456,,,,,,,,1597
9,W,.,.,1,.,1,,100590,2456,,,,,,,,1904
10,.,.,.,.,.,1,,100591,2456,,,,,,,,1597
11,1,.,.,4,1,1,,100592,2456,,,,,,,,1904
12,.,.,.,.,.,.,,100593,2456,,,,,,,,1597
13,.,W,.,1,.,1,,100594,2456,,,,,,,,1904
14,.,.,1,.,1,1,,100595,2456,,,,,,,,1597
15,.,1,1,6,.,.,,100596,2456,,,,,,,,1904
16,4,.,1,.,1,1,,100597,2456,,,,,,,,1597
17,W,.,1,.,.,.,,100598,2456,,,,,,,,1839
18,1,1,.,.,.,1,,100599,2456,,,,,,,,201
19,.,.,.,.,1,.,,100600,2456,,,,,,,,1839
20,4,.,.,.,1,1Wd,1,100601,2456,,,,,,,,201
21,.,.,1,.,.,.,,100602,2456,,,,,,,,1594
22,.,1,.,1,.,1,,100603,2456,,,,,,,,1904
23,1,.,6,4,1,.,,100604,2456,,,,,,,,1594
24,1,.,2,.,1,4,,100605,2456,,,,,,,,1904
25,.,.,.,.,.,1,,100606,2456,,,,,,,,1594
26,1,.,.,W,1,.,,100607,2456,,,,,,,,1597
27,1,1Wd,1,.,1,1,1,100608,2456,,,,,,,,1594
28,.,.,1,1,.,.,,100609,2456,,,,,,,,1597
29,1,.,.,.,.,.,,100610,2456,,,,,,,,1839
