ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,ovBalls/6,id,inningId,ovBalls/7,ovBalls/8,ovBalls/9,ovBalls/10,ovBalls/11,ovBalls/12,ovBalls/13,bowlerId
45,.,1,4,4,2,4,,71757,1700,,,,,,,,
46,1Wd,.,4,1,6,1,.,71758,1700,,,,,,,,
47,.,1,2,1,4,4,,71759,1700,,,,,,,,
48,.,4,1,.,.,1,,71760,1700,,,,,,,,
49,.,1Wd,2,6,4,.,4,71761,1700,,,,,,,,
50,6,W,.,6,1,W,,71762,1700,,,,,,,,
1,.,.,4,4,.,.,,71763,1701,,,,,,,,
2,.,1,1,1,.,1,,71764,1701,,,,,,,,
3,.,.,.,2,.,.,,71765,1701,,,,,,,,
4,.,.,.,.,.,.,,71766,1701,,,,,,,,
5,1,.,.,1Lb,1,.,,71767,1701,,,,,,,,
6,.,6,.,4,.,.,,71768,1701,,,,,,,,
7,1,1,.,W,.,.,.,71769,1701,,,,,,,,
8,.,.,2Wd,1,.,2,.,71770,1701,,,,,,,,
9,1Wd,1,.,.,1,2,.,71771,1701,,,,,,,,
10,.,2,1,4,1,.,,71772,1701,,,,,,,,
11,.,.,.,1,1,4,,71773,1701,,,,,,,,
12,4,.,.,1,.,.,,71774,1701,,,,,,,,
13,.,1,.,.,.,.,,71775,1701,,,,,,,,
14,6,.,1,1Wd,.,1,1,71776,1701,,,,,,,,
15,.,1,1,.,1,.,,71777,1701,,,,,,,,
16,1,4,.,.,.,W,,71778,1701,,,,,,,,
17,1,.,.,3,1Lb,1,,71779,1701,,,,,,,,
18,.,.,1,.,W,2,,71780,1701,,,,,,,,
19,1,1,1,.,4,.,,71781,1701,,,,,,,,
20,.,.,1,4,.,.,,71782,1701,,,,,,,,
21,.,.,.,1,1,1,,71783,1701,,,,,,,,
22,.,1,.,.,W,.,,71784,1701,,,,,,,,
23,1,1,1,.,.,.,,71785,1701,,,,,,,,
24,.,1,.,.,2,2,,71786,1701,,,,,,,,
25,.,.,2,.,2,1Wd,.,71787,1701,,,,,,,,
26,.,1,.,1,.,.,,71788,1701,,,,,,,,
27,W,.,.,.,1Wd,1,.,71789,1701,,,,,,,,
28,.,W,.,1,.,.,,71790,1701,,,,,,,,
29,.,.,1,.,.,4,,71791,1701,,,,,,,,
30,1,1Wd,1,.,1,2,.,71792,1701,,,,,,,,
31,.,3,.,.,1,2,,71793,1701,,,,,,,,
32,.,1Wd,W,.,.,.,1,71794,1701,,,,,,,,
33,.,1,.,.,1,.,,71795,1701,,,,,,,,
34,1,1,.,1Lb,1,.,,71796,1701,,,,,,,,
35,.,.,1,.,1,.,,71797,1701,,,,,,,,
36,.,.,.,.,1,.,,71798,1701,,,,,,,,
37,4,.,4,.,4,1,,71799,1701,,,,,,,,
38,1,1,W,.,.,W,,71800,1701,,,,,,,,
39,.,.,1Wd,2,1Lb,.,.,71801,1701,,,,,,,,
40,1,.,1,4,.,1,,71802,1701,,,,,,,,
41,4,.,1,.,.,.,,71803,1701,,,,,,,,
42,.,W,,,,,,71804,1701,,,,,,,,
1,1,W,.,.,.,.,,71805,1704,,,,,,,,
2,.,1,.,.,4,1,,71806,1704,,,,,,,,
3,1,1,1,.,1,.,,71807,1704,,,,,,,,
4,1,.,.,4,.,.,,71808,1704,,,,,,,,
5,4,1,2,4,2,.,,71809,1704,,,,,,,,
6,2,.,4,1Wd,1,.,2,71810,1704,,,,,,,,
7,4,.,.,.,.,.,,71811,1704,,,,,,,,
8,.,1,4,1,.,.,,71812,1704,,,,,,,,
9,.,1,.,4,.,1,,71813,1704,,,,,,,,
10,2,.,1,.,1,1,,71814,1704,,,,,,,,
11,.,4,2,1,1,.,,71815,1704,,,,,,,,
12,.,.,.,.,4,.,,71816,1704,,,,,,,,
13,1,.,2,.,.,4,,71817,1704,,,,,,,,
14,.,1,1,1,.,1,,71818,1704,,,,,,,,
15,1,1,.,1,.,1,,71819,1704,,,,,,,,
16,1,4,1,2,1,.,,71820,1704,,,,,,,,
17,1,1,.,.,1,1Lb,,71821,1704,,,,,,,,
18,.,.,1,.,.,1,,71822,1704,,,,,,,,
19,.,1,4,W,.,4,,71823,1704,,,,,,,,
20,W,.,.,1,.,.,,71824,1704,,,,,,,,
21,1,.,.,1,.,1,,71825,1704,,,,,,,,
22,1Wd,.,1,1,1,1,.,71826,1704,,,,,,,,
23,1,1,1,2,.,1,,71827,1704,,,,,,,,
24,1,4,.,.,.,.,,71828,1704,,,,,,,,
25,.,2,.,1,1,.,,71829,1704,,,,,,,,
26,.,6,6,.,1,.,,71830,1704,,,,,,,,
27,1,1,1,1,4,2,,71831,1704,,,,,,,,
28,1,.,.,.,.,1,,71832,1704,,,,,,,,
29,.,1,.,4,1,1,,71833,1704,,,,,,,,
30,.,.,1,1,.,1,,71834,1704,,,,,,,,
31,.,.,.,1Wd,.,.,.,71835,1704,,,,,,,,
32,.,4,1,.,6,.,,71836,1704,,,,,,,,
33,1,.,4,.,.,.,,71837,1704,,,,,,,,
34,.,1,1,1,1,1,,71838,1704,,,,,,,,
35,.,4,2,1,1,.,,71839,1704,,,,,,,,
36,1,4,.,4,4,.,,71840,1704,,,,,,,,
37,2,1,.,1,W,.,,71841,1704,,,,,,,,
38,1,1,1,1,1,.,,71842,1704,,,,,,,,
39,.,1,1,2,.,1,,71843,1704,,,,,,,,
40,2,1,1,2,1,1,,71844,1704,,,,,,,,
41,1,2,1,4,1,2,,71845,1704,,,,,,,,
42,1,W,.,1,1Wd,1,.,71846,1704,,,,,,,,
43,1,1,2,2,1,.,,71847,1704,,,,,,,,
44,1,.,.,1,1,W,,71848,1704,,,,,,,,
45,.,.,1,1,1,2,,71849,1704,,,,,,,,
46,1,1,4,1,1Wd,1,1,71850,1704,,,,,,,,
47,1Wd,1,1Wd,1,1Wd,2,1,71851,1704,1,.,,,,,,
48,1Lb,.,W,4,1,4,,71852,1704,,,,,,,,
49,4,1,.,1,.,W,,71853,1704,,,,,,,,
50,1,4,2,1,2,1,,71854,1704,,,,,,,,
1,.,.,.,2,.,.,,71855,1705,,,,,,,,
2,.,.,1,.,.,1,,71856,1705,,,,,,,,
3,.,.,.,4,2,.,,71857,1705,,,,,,,,
4,.,4,.,.,.,.,,71858,1705,,,,,,,,
5,.,.,4,.,4,.,,71859,1705,,,,,,,,
6,.,2,1,.,1,.,,71860,1705,,,,,,,,
7,1,.,.,.,4,.,,71861,1705,,,,,,,,
8,.,1,4,W,4,.,,71862,1705,,,,,,,,
9,.,1,1,1,.,.,,71863,1705,,,,,,,,
10,1,.,W,.,.,.,,71864,1705,,,,,,,,
11,1,2,.,.,4,.,,71865,1705,,,,,,,,
12,2,.,1,1,1,6,,71866,1705,,,,,,,,
13,1,.,1,.,1Lb,1,,71867,1705,,,,,,,,
14,.,.,1,.,.,4B,,71868,1705,,,,,,,,
15,2,1,.,.,.,.,,71869,1705,,,,,,,,
16,1,4,.,.,.,.,,71870,1705,,,,,,,,
17,4,.,1,1,.,1,,71871,1705,,,,,,,,
18,.,.,.,1,2,.,,71872,1705,,,,,,,,
19,2,1,1,.,1,1,,71873,1705,,,,,,,,
20,1,.,.,.,1,.,,71874,1705,,,,,,,,
21,4,1,1,.,6,.,,71875,1705,,,,,,,,
22,6,4,1,1,4,.,,71876,1705,,,,,,,,
23,1,2,.,.,1,W,,71877,1705,,,,,,,,
24,1,1,1,1,1,1,,71878,1705,,,,,,,,
25,.,.,1,1,.,.,,71879,1705,,,,,,,,
26,.,1,4,.,W,.,,71880,1705,,,,,,,,
27,1,1W,1,.,1,.,,71881,1705,,,,,,,,
28,2,.,.,.,1,1,,71882,1705,,,,,,,,
29,1,.,.,4,.,1,,71883,1705,,,,,,,,
30,4,.,1,4,.,1,,71884,1705,,,,,,,,
31,.,.,.,1,.,.,,71885,1705,,,,,,,,
32,.,.,.,.,W,.,,71886,1705,,,,,,,,
33,4,1,.,.,1,.,,71887,1705,,,,,,,,
34,.,1,.,4,1Wd,.,1,71888,1705,,,,,,,,
35,W,.,.,1,.,1,,71889,1705,,,,,,,,
36,1,.,.,.,.,.,,71890,1705,,,,,,,,
37,.,1,.,1,1,.,,71891,1705,,,,,,,,
38,1,4,.,.,1,1,,71892,1705,,,,,,,,
39,W,.,.,6,.,.,,71893,1705,,,,,,,,
40,4,.,4Lb,W,W,,,71894,1705,,,,,,,,
1,1Wd,.,.,.,.,.,.,71895,1706,,,,,,,,
2,3,1,.,6,.,.,,71896,1706,,,,,,,,
3,1,4,1,.,.,W,,71897,1706,,,,,,,,
4,.,.,.,4,3,3,,71898,1706,,,,,,,,
5,4,.,.,.,2,.,,71899,1706,,,,,,,,
6,.,.,1,1,W,.,,71900,1706,,,,,,,,
7,.,.,.,.,1,4,,71901,1706,,,,,,,,
8,1,1,.,.,.,.,,71902,1706,,,,,,,,
9,2,.,.,1,.,.,,71903,1706,,,,,,,,
10,.,.,.,W,.,.,,71904,1706,,,,,,,,
11,.,.,.,1,.,4,,71905,1706,,,,,,,,
12,.,2,4,1,1,.,,71906,1706,,,,,,,,
13,1,1,.,1,.,1,,71907,1706,,,,,,,,
14,W,.,4,4,.,.,,71908,1706,,,,,,,,
15,.,.,1,.,.,1,,71909,1706,,,,,,,,
16,.,.,.,.,1Wd,2,.,71910,1706,,,,,,,,
17,W,.,1,.,1,W,,71911,1706,,,,,,,,
18,.,1,W,.,1,1,,71912,1706,,,,,,,,
19,1,.,W,.,1,1,,71913,1706,,,,,,,,
20,.,.,W,1Nb,.,1,1,71914,1706,,,,,,,,
21,1,6,.,.,4,6,,71915,1706,,,,,,,,
22,.,.,1Nb,1,W,,,71916,1706,,,,,,,,
1,.,1,.,.,.,1,,71917,1707,,,,,,,,
2,.,1Wd,1,.,4,4,.,71918,1707,,,,,,,,
3,2,.,.,2,.,.,,71919,1707,,,,,,,,
4,2,6,6,1,.,1,,71920,1707,,,,,,,,
5,4,.,W,1,1Wd,.,.,71921,1707,,,,,,,,
6,.,4,.,.,.,4,,71922,1707,,,,,,,,
7,.,W,1,.,1Lb,.,,71923,1707,,,,,,,,
8,.,.,.,.,.,.,,71924,1707,,,,,,,,
9,1Lb,1,.,4,1,1,,71925,1707,,,,,,,,
10,6,4,4,1Lb,.,.,,71926,1707,,,,,,,,
11,.,1,4,1,W,.,,71927,1707,,,,,,,,
12,1,1,4,6,2,.,,71928,1707,,,,,,,,
13,2,.,.,2,1,.,,71929,1707,,,,,,,,
14,1Wd,1,4,.,6,,,71930,1707,,,,,,,,
1,4,W,.,.,.,.,,71931,1708,,,,,,,,
2,.,.,.,.,1,2,,71932,1708,,,,,,,,
3,.,1,.,.,4,.,,71933,1708,,,,,,,,
4,.,.,4,3,.,1,,71934,1708,,,,,,,,
5,4,1,.,.,.,.,,71935,1708,,,,,,,,
6,4,4,1,1Wd,.,.,.,71936,1708,,,,,,,,
7,1,1,.,2,.,2,,71937,1708,,,,,,,,
8,.,1Wd,1,2,1,.,.,71938,1708,,,,,,,,
9,W,W,4,.,.,.,,71939,1708,,,,,,,,
10,.,.,.,1,.,.,,71940,1708,,,,,,,,
11,.,.,1,.,.,.,,71941,1708,,,,,,,,
12,1,.,.,.,W,.,,71942,1708,,,,,,,,
13,1Wd,.,2,.,.,1,.,71943,1708,,,,,,,,
14,1,.,.,.,.,.,,71944,1708,,,,,,,,
15,.,1,.,W,.,1,,71945,1708,,,,,,,,
16,.,W,.,3,1Wd,.,4,71946,1708,,,,,,,,
17,1,1,3,1,6,.,,71947,1708,,,,,,,,
18,.,.,.,.,1,1,,71948,1708,,,,,,,,
19,1,.,.,.,1Wd,.,.,71949,1708,,,,,,,,
20,1,2,.,2,1,2,,71950,1708,,,,,,,,
21,.,4,.,1,.,.,,71951,1708,,,,,,,,
22,1,.,.,1,.,1,,71952,1708,,,,,,,,
23,1,1,.,1,1Nb,6,1,71953,1708,,,,,,,,
24,.,.,.,1Wd,W,.,1,71954,1708,,,,,,,,
25,1,.,.,W,.,1Wd,.,71955,1708,,,,,,,,
26,.,.,1,.,1B,.,,71956,1708,,,,,,,,
27,.,.,.,.,4,1,,71957,1708,,,,,,,,
28,1,4,1,2Nb,.,.,.,71958,1708,,,,,,,,
29,W,1,.,2,.,1Wd,1,71959,1708,,,,,,,,
30,1,W,,,,,,71960,1708,,,,,,,,
1,.,.,4,1,1,4,,71961,1709,,,,,,,,
2,.,.,2,.,.,1,,71962,1709,,,,,,,,
3,1,1,.,1,.,.,,71963,1709,,,,,,,,
4,1Lb,.,.,1,1,.,,71964,1709,,,,,,,,
5,.,1,1,.,1,4,,71965,1709,,,,,,,,
6,1Wd,2,.,4,6,.,1,71966,1709,,,,,,,,
7,4,.,1,2,1,2,,71967,1709,,,,,,,,
8,.,.,2,1,2,4,,71968,1709,,,,,,,,
9,.,.,4,4,1,.,,71969,1709,,,,,,,,
10,.,4,.,1,.,4,,71970,1709,,,,,,,,
11,1,1,1,.,1,1,,71971,1709,,,,,,,,
12,1Lb,1,1,4,1,1,,71972,1709,,,,,,,,
13,1,.,1,.,2,6,,71973,1709,,,,,,,,
14,1,1,2,.,4,.,,71974,1709,,,,,,,,
15,2,.,1Lb,1,6,1,,71975,1709,,,,,,,,
16,1,1,2,1Wd,4,5Nb,.,71976,1709,2,,,,,,,
17,1,,,,,,,71977,1709,,,,,,,,
1,.,.,W,.,3,.,,71978,1710,,,,,,,,
2,1Nb,1,W,.,1,.,.,71979,1710,,,,,,,,
3,4,.,.,.,1Wd,.,.,71980,1710,,,,,,,,
4,2,.,.,.,.,4,,71981,1710,,,,,,,,
5,.,1,.,.,.,1,,71982,1710,,,,,,,,
6,.,.,.,.,4,.,,71983,1710,,,,,,,,
7,1Lb,.,4,1Wd,1,.,.,71984,1710,,,,,,,,
8,.,1,1Wd,.,.,.,.,71985,1710,,,,,,,,
9,.,.,.,1,.,.,,71986,1710,,,,,,,,
10,.,.,.,4,.,.,,71987,1710,,,,,,,,
11,.,4,.,.,4,.,,71988,1710,,,,,,,,
12,.,.,.,1,1Wd,1,1Wd,71989,1710,.,,,,,,,
13,2,.,.,.,.,.,,71990,1710,,,,,,,,
14,1,1,2,1,W,1,,71991,1710,,,,,,,,
15,.,.,.,.,.,1Lb,,71992,1710,,,,,,,,
16,.,1,4,.,1,.,,71993,1710,,,,,,,,
17,.,.,4,1,.,1,,71994,1710,,,,,,,,
18,1,.,.,1,1,.,,71995,1710,,,,,,,,
19,1,.,1,.,.,.,,71996,1710,,,,,,,,
20,.,W,1,.,1,.,,71997,1710,,,,,,,,
21,.,W,.,.,.,.,,71998,1710,,,,,,,,
22,4,.,4,.,.,1,,71999,1710,,,,,,,,
23,.,.,4,.,.,.,,72000,1710,,,,,,,,
24,.,.,.,.,1,.,,72001,1710,,,,,,,,
25,.,1,1,4,1,.,,72002,1710,,,,,,,,
26,.,.,4,.,.,.,,72003,1710,,,,,,,,
27,1,.,4,.,.,.,,72004,1710,,,,,,,,
28,.,.,.,.,.,.,,72005,1710,,,,,,,,
29,1,1,4,4,6,6,,72006,1710,,,,,,,,
30,1,1Wd,.,.,1,2,.,72007,1710,,,,,,,,
31,.,.,.,4,1,4,,72008,1710,,,,,,,,
32,1,1,1,.,1,6,,72009,1710,,,,,,,,
33,.,.,1Wd,1,1Lb,.,4,72010,1710,,,,,,,,
34,W,.,1,1,W,.,,72011,1710,,,,,,,,
35,.,.,.,.,4,W,,72012,1710,,,,,,,,
36,1Wd,.,6,.,4,4,6,72013,1710,,,,,,,,
37,.,4,.,6,1,.,,72014,1710,,,,,,,,
38,1,6,W,1,1,.,,72015,1710,,,,,,,,
39,.,W,,,,,,72016,1710,,,,,,,,
1,1,1,4,4,.,.,,72017,1711,,,,,,,,
2,.,.,.,.,.,.,,72018,1711,,,,,,,,
3,.,6,.,1,3,4,,72019,1711,,,,,,,,
4,1,.,.,.,.,4,,72020,1711,,,,,,,,
5,1Nb,4,.,.,.,1,.,72021,1711,,,,,,,,
6,4,.,1,.,.,.,,72022,1711,,,,,,,,
7,.,.,.,1,1Wd,2,.,72023,1711,,,,,,,,
8,.,.,.,.,.,.,,72024,1711,,,,,,,,
9,.,.,6,.,.,4,,72025,1711,,,,,,,,
10,.,.,.,1,.,.,,72026,1711,,,,,,,,
11,1,2,.,.,.,.,,72027,1711,,,,,,,,
12,1,.,6,1,.,.,,72028,1711,,,,,,,,
13,1,.,.,.,1,1,,72029,1711,,,,,,,,
14,4,6,1,2,.,1,,72030,1711,,,,,,,,
15,1,1,.,.,1,1,,72031,1711,,,,,,,,
16,2,1,.,2,1,1,,72032,1711,,,,,,,,
17,2,W,1Wd,.,.,.,1,72033,1711,,,,,,,,
18,.,.,4,1,.,.,,72034,1711,,,,,,,,
19,.,.,1,1,4,.,,72035,1711,,,,,,,,
20,.,1,1,5Wd,1,.,.,72036,1711,,,,,,,,
21,2,1,.,4,2,1Nb,1Wd,72037,1711,2,,,,,,,
22,5Wd,1,.,1,4,.,1,72038,1711,,,,,,,,
23,1,4,1,.,.,.,,72039,1711,,,,,,,,
24,1,1,.,.,.,.,,72040,1711,,,,,,,,
25,1,.,4,1,.,W,,72041,1711,,,,,,,,
26,1,1Wd,1,.,.,1,.,72042,1711,,,,,,,,
27,1,.,.,1,1,1,,72043,1711,,,,,,,,
28,.,.,1,1Lb,.,.,,72044,1711,,,,,,,,
29,1,1,.,1,1,1,,72045,1711,,,,,,,,
30,2,.,2,4,.,1,,72046,1711,,,,,,,,
31,2,.,1,4,.,1,,72047,1711,,,,,,,,
32,.,1,1,.,.,1,,72048,1711,,,,,,,,
33,1,2,1,2,1,1,,72049,1711,,,,,,,,
34,.,2,1,1,.,1,,72050,1711,,,,,,,,
35,.,1,.,W,4,,,72051,1711,,,,,,,,
1,.,1,.,.,4,.,,72052,1712,,,,,,,,
2,.,1Wd,.,.,.,.,1,72053,1712,,,,,,,,
3,.,.,2,.,.,.,,72054,1712,,,,,,,,
4,1,1,.,1Lb,2,.,,72055,1712,,,,,,,,
5,1,1,4,4,.,4,,72056,1712,,,,,,,,
6,.,.,5Wd,.,4,.,.,72057,1712,,,,,,,,
7,4,4,1,.,.,4,,72058,1712,,,,,,,,
8,.,4,.,4,.,.,,72059,1712,,,,,,,,
9,2Lb,W,.,.,.,.,,72060,1712,,,,,,,,
10,.,1,4,.,.,.,,72061,1712,,,,,,,,
11,1Lb,1,4,.,1,1Wd,.,72062,1712,,,,,,,,
12,.,1,1,W,.,4,,72063,1712,,,,,,,,
13,.,.,1,1,1,1,,72064,1712,,,,,,,,
14,.,.,.,.,1,1,,72065,1712,,,,,,,,
15,.,1,1,.,1,.,,72066,1712,,,,,,,,
16,2,6,1,1,1,1,,72067,1712,,,,,,,,
17,.,1,2,.,4,.,,72068,1712,,,,,,,,
18,.,.,1,1,1,.,,72069,1712,,,,,,,,
19,.,1,1,1,4,.,,72070,1712,,,,,,,,
20,4,1Lb,.,1,1,.,,72071,1712,,,,,,,,
21,1,1,1,.,.,1,,72072,1712,,,,,,,,
22,4,1,2,.,2,.,,72073,1712,,,,,,,,
23,.,1,4,1,1,1,,72074,1712,,,,,,,,
24,.,2,1,.,1,1,,72075,1712,,,,,,,,
25,4,1,.,1,.,4,,72076,1712,,,,,,,,
26,.,1,1,.,.,4,,72077,1712,,,,,,,,
27,1,1,1,.,.,1,,72078,1712,,,,,,,,
28,4,.,1,.,1Wd,.,1,72079,1712,,,,,,,,
29,.,.,.,4,.,1,,72080,1712,,,,,,,,
30,.,1,1,4,1,1,,72081,1712,,,,,,,,
31,1,2,1,.,.,.,,72082,1712,,,,,,,,
32,1,.,.,.,4,1,,72083,1712,,,,,,,,
33,1,1,.,1,4,.,,72084,1712,,,,,,,,
34,.,.,1,1,2,4,,72085,1712,,,,,,,,
35,.,.,1,.,.,1,,72086,1712,,,,,,,,
36,W,.,.,4,1,.,,72087,1712,,,,,,,,
37,.,.,1Wd,.,.,.,.,72088,1712,,,,,,,,
38,.,1,.,6,4,1,,72089,1712,,,,,,,,
39,1,.,1,2,.,1,,72090,1712,,,,,,,,
40,.,1,1,W,1,1,,72091,1712,,,,,,,,
41,.,1,.,.,.,.,,72092,1712,,,,,,,,
42,1,2,1,1,.,.,,72093,1712,,,,,,,,
43,W,1,.,4Lb,1,1,,72094,1712,,,,,,,,
44,1,.,1,1,.,.,,72095,1712,,,,,,,,
45,1,1,.,1,4,4,,72096,1712,,,,,,,,
46,1,.,.,2,1,1,,72097,1712,,,,,,,,
47,4,1,1,1,4,4,,72098,1712,,,,,,,,
48,1,2,1,.,1Wd,1Wd,2,72099,1712,3,,,,,,,
49,2,2,4,4,1Wd,1,W,72100,1712,,,,,,,,
50,6,1,4,.,1,2,,72101,1712,,,,,,,,
1,.,.,.,.,4,.,,72102,1713,,,,,,,,
2,1,4,1,1,1,1,,72103,1713,,,,,,,,
3,.,.,.,.,.,2,,72104,1713,,,,,,,,
4,.,.,4,.,.,.,,72105,1713,,,,,,,,
5,.,.,.,4,4,.,,72106,1713,,,,,,,,
6,.,.,.,.,1,.,,72107,1713,,,,,,,,
7,1,.,1,.,1,4,,72108,1713,,,,,,,,
8,1,1,.,.,1,1,,72109,1713,,,,,,,,
9,.,4,1,.,.,4,,72110,1713,,,,,,,,
10,.,1,.,W,1,1,,72111,1713,,,,,,,,
11,.,.,.,1,.,.,,72112,1713,,,,,,,,
12,1,1,1,1,.,1,,72113,1713,,,,,,,,
13,.,1,.,1,1,1,,72114,1713,,,,,,,,
14,1,1,4,1,1,1,,72115,1713,,,,,,,,
15,1,1,.,1,1,1,,72116,1713,,,,,,,,
16,1,1,4,4,.,.,,72117,1713,,,,,,,,
17,1,1,1,.,1,.,,72118,1713,,,,,,,,
18,.,1,1,4,1,1,,72119,1713,,,,,,,,
19,.,.,1,1,.,1,,72120,1713,,,,,,,,
20,.,1,1,W,1,2,,72121,1713,,,,,,,,
21,1,5Wd,1,.,1,.,.,72122,1713,,,,,,,,
22,.,.,1,1,.,.,,72123,1713,,,,,,,,
23,2,1,1,1,.,.,,72124,1713,,,,,,,,
24,.,.,1,1,1,1,,72125,1713,,,,,,,,
25,1,.,1,1,6,2,,72126,1713,,,,,,,,
26,1,4,.,1,1,1,,72127,1713,,,,,,,,
27,2,1,1,W,.,.,,72128,1713,,,,,,,,
28,1,2,.,.,2,2,,72129,1713,,,,,,,,
29,1,.,.,1,1,.,,72130,1713,,,,,,,,
30,1,1,2,1,4,3,,72131,1713,,,,,,,,
31,1,.,2,1,1,1,,72132,1713,,,,,,,,
32,1,.,1,1,1,4,,72133,1713,,,,,,,,
33,1,1,1,1,4B,1,,72134,1713,,,,,,,,
34,1,.,1,1,.,1,,72135,1713,,,,,,,,
35,.,4,.,1,.,.,,72136,1713,,,,,,,,
36,1Wd,W,1,.,1,1,.,72137,1713,,,,,,,,
37,.,1,1,.,.,1,,72138,1713,,,,,,,,
38,.,1Wd,1,2,6,4,1,72139,1713,,,,,,,,
39,1,2,.,1,1,.,,72140,1713,,,,,,,,
40,W,.,.,.,.,.,,72141,1713,,,,,,,,
41,1,4,1,2,1,1,,72142,1713,,,,,,,,
42,.,.,1,4,.,1,,72143,1713,,,,,,,,
43,4,1,1Wd,1,1,W,.,72144,1713,,,,,,,,
44,1,1,1,2,1,1,,72145,1713,,,,,,,,
45,1Wd,1,1Nb,1,2,1,1,72146,1713,1,,,,,,,
46,2,1,.,4,W,1,,72147,1713,,,,,,,,
47,1,1,4,4,1,.,,72148,1713,,,,,,,,
48,W,.,.,.,2,2,,72149,1713,,,,,,,,
49,1,1,2,1,1,1,,72150,1713,,,,,,,,
50,6,.,1,.,2,2,,72151,1713,,,,,,,,
1,.,1,.,4,.,4,,72152,1714,,,,,,,,
2,1,4Lb,.,.,.,.,,72153,1714,,,,,,,,
3,.,.,.,.,.,.,,72154,1714,,,,,,,,
4,.,4,1B,.,.,1,,72155,1714,,,,,,,,
5,.,.,6,4,1,.,,72156,1714,,,,,,,,
6,1,4,.,.,1,.,,72157,1714,,,,,,,,
7,4,4,1,2,1,.,,72158,1714,,,,,,,,
8,.,4,.,2,2Wd,2,1Wd,72159,1714,2,,,,,,,
9,.,4,.,.,1,.,,72160,1714,,,,,,,,
10,.,1,.,1,.,.,,72161,1714,,,,,,,,
11,.,.,1,1,1,1,,72162,1714,,,,,,,,
12,.,1,.,1,1,.,,72163,1714,,,,,,,,
13,1,.,.,1,.,1,,72164,1714,,,,,,,,
14,.,1,.,.,1,1Wd,.,72165,1714,,,,,,,,
15,W,.,1,1,1,.,,72166,1714,,,,,,,,
16,.,.,.,4,.,1,,72167,1714,,,,,,,,
17,1,.,1,2,1,.,,72168,1714,,,,,,,,
18,.,1,1,1,1,1,,72169,1714,,,,,,,,
19,.,1,1,1,1,4,,72170,1714,,,,,,,,
20,1Lb,.,1,.,1,.,,72171,1714,,,,,,,,
21,W,.,2,1,4,1,,72172,1714,,,,,,,,
22,1,1,1,1,4,1,,72173,1714,,,,,,,,
23,1,.,1,1,1,.,,72174,1714,,,,,,,,
24,.,.,1,.,1Lb,.,,72175,1714,,,,,,,,
25,1,.,2Wd,1,1,1,1,72176,1714,,,,,,,,
26,2,.,.,1,1,1,,72177,1714,,,,,,,,
27,4,6,.,.,.,4,,72178,1714,,,,,,,,
28,.,.,.,1Wd,1,2,1,72179,1714,,,,,,,,
29,1,1,.,2,.,1,,72180,1714,,,,,,,,
30,.,2,.,2,1,1,,72181,1714,,,,,,,,
31,1,1,6,4,.,1,,72182,1714,,,,,,,,
32,2,1,1,1,1Lb,1,,72183,1714,,,,,,,,
33,1,1Lb,.,1,W,1,,72184,1714,,,,,,,,
34,.,.,4,1,1,4,,72185,1714,,,,,,,,
35,1,1,1,.,1,4,,72186,1714,,,,,,,,
36,1,.,.,.,2,1Wd,1,72187,1714,,,,,,,,
37,1,1,.,.,1,.,,72188,1714,,,,,,,,
38,4,.,1,.,1,1Wd,2,72189,1714,,,,,,,,
39,4,2,1,.,.,1,,72190,1714,,,,,,,,
40,1,1,1,1,4,1,,72191,1714,,,,,,,,
41,.,4,1,4,2,2,,72192,1714,,,,,,,,
42,.,1,4,.,.,1,,72193,1714,,,,,,,,
43,6,1,1,W,.,.,,72194,1714,,,,,,,,
44,2,1Wd,1,2,1,6,.,72195,1714,,,,,,,,
45,1,.,2,.,2,.,,72196,1714,,,,,,,,
46,1,1,2,2,4,4,,72197,1714,,,,,,,,
47,W,1,1,1,1,2,,72198,1714,,,,,,,,
48,2,W,1Wd,1,4,W,2,72199,1714,,,,,,,,
49,2,1,.,1,.,6,,72200,1714,,,,,,,,
50,W,1,4,2,.,4,,72201,1714,,,,,,,,
1,.,4,4,.,.,.,,72202,1715,,,,,,,,
2,.,.,.,.,.,4,,72203,1715,,,,,,,,
3,W,.,1,.,1,4,,72204,1715,,,,,,,,
4,1Wd,.,2,.,1,.,.,72205,1715,,,,,,,,
5,.,.,.,6,.,.,,72206,1715,,,,,,,,
6,.,4,1,1,1,2,,72207,1715,,,,,,,,
7,.,1,.,4,4,.,,72208,1715,,,,,,,,
8,.,4,2,1,1,.,,72209,1715,,,,,,,,
9,2,.,4,.,.,W,,72210,1715,,,,,,,,
10,.,1,.,.,.,1,,72211,1715,,,,,,,,
11,1,1,.,.,1,1,,72212,1715,,,,,,,,
12,1,.,.,1,1,4,,72213,1715,,,,,,,,
13,.,4,1,.,1,1,,72214,1715,,,,,,,,
14,.,.,4,.,.,1,,72215,1715,,,,,,,,
15,1,.,.,.,W,.,,72216,1715,,,,,,,,
16,1,2,.,1,.,1,,72217,1715,,,,,,,,
17,1,1,.,1,1,1,,72218,1715,,,,,,,,
